stamp,decode,file,overall_decode_tps,decode_tps_first,decode_tps_last,decode_drop_pct,final_ctx
2026-07-15_20-57-38,fast,profile_2026-07-15_20-57-38_fast.txt,13.844,20.362,11.576,43.15,451
2026-07-16_22-15-36,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-15-36_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,66.039,72.826,61.610,15.40,459
2026-07-16_22-16-24,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-16-24_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,60.624,72.944,55.405,24.04,459
2026-07-16_22-18-45,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-18-45_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,56.354,73.010,45.750,37.34,459
2026-07-16_22-24-11,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-24-11_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,70.511,73.402,68.603,6.54,459
2026-07-16_22-33-16,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-33-16_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,25.359,73.022,16.550,77.34,419
2026-07-16_22-36-23,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-36-23_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,22.662,72.611,14.546,79.97,419
2026-07-16_22-50-03,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-50-03_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,90.286,99.088,82.305,16.94,740
2026-07-16_22-51-57,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-51-57_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,70.104,73.218,68.222,6.82,459
2026-07-16_22-57-04,Qwen2.5-0.5B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-57-04_Qwen2.5-0.5B-Instruct-Q4_K_M_flash.txt,163.372,167.506,157.008,6.27,493
2026-07-16_22-57-36,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-57-36_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,62.989,73.181,56.316,23.05,459
2026-07-16_22-59-21,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_22-59-21_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,65.641,73.053,60.834,16.73,459
2026-07-16_23-07-52,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-07-52_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,55.740,72.403,49.607,31.48,459
2026-07-16_23-08-07,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-08-07_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,46.060,48.037,43.857,8.70,459
2026-07-16_23-09-51,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-09-51_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,49.040,69.332,44.490,35.83,459
2026-07-16_23-10-30,Qwen2.5-0.5B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-10-30_Qwen2.5-0.5B-Instruct-Q4_K_M_flash.txt,112.712,158.798,100.838,36.50,493
2026-07-16_23-13-19,Qwen2.5-0.5B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-13-19_Qwen2.5-0.5B-Instruct-Q4_K_M_flash.txt,161.640,176.796,151.685,14.20,493
2026-07-16_23-15-43,Qwen2.5-0.5B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-15-43_Qwen2.5-0.5B-Instruct-Q4_K_M_flash.txt,147.611,173.205,131.222,24.24,493
2026-07-16_23-16-35,Qwen2.5-3B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-16-35_Qwen2.5-3B-Instruct-Q4_K_M_flash.txt,52.603,73.004,43.977,39.76,459
2026-07-16_23-30-08,Qwen2.5-0.5B-Instruct-Q4_K_M,flash,"NVIDIA GeForce RTX 3050 Ti Laptop GPU",8.6,sm_86,profile_2026-07-16_23-30-08_Qwen2.5-0.5B-Instruct-Q4_K_M_flash.txt,134.432,139.846,130.703,6.54,493
