stamp,model,decode,gpu_name,gpu_compute_cap,gpu_nvrtc_arch,file,overall_decode_tps,decode_tps_first,decode_tps_last,decode_drop_pct,final_ctx
unix_1784135764,Qwen2.5-0.5B-Instruct-Q4_K_M,fastv2,"Tesla T4",7.5,sm_75,profile_unix_1784135764_Qwen2.5-0.5B-Instruct-Q4_K_M_fastv2.txt,101.599,133.942,84.530,36.89,449
